1,1,2,2.084e-06
2,2,3,1.493e-06
3,3,5,2.124e-06
4,3,8,1.944e-06
5,4,13,2.124e-06
6,4,22,2.645e-06
7,5,36,3.446e-06
8,5,60,4.408e-06
9,5,100,5.390e-06
10,6,167,7.213e-06
11,6,279,5.220e-06
12,6,465,4.949e-06
13,7,777,7.334e-06
14,7,1297,1.156e-05
15,7,2165,1.877e-05
16,7,3614,3.068e-05
17,8,6031,5.046e-05
18,8,10065,8.212e-05
19,8,16795,1.361e-04
20,8,28024,2.270e-04
21,9,46758,2.847e-04
22,9,78011,4.660e-04
23,9,130089,7.651e-04
24,9,215655,1.249e-03
25,9,358393,5.096e-03
26,10,596510,5.405e-03
27,10,992420,5.845e-03
28,10,1652872,1.354e-02
29,10,2753320,1.651e-02
30,11,4586447,2.698e-02
31,11,7641826,4.615e-02
32,11,12732211,7.515e-02
33,12,21214744,1.217e-01
34,12,35349462,2.092e-01
35,12,58901271,3.435e-01
36,13,98146819,5.807e-01
37,13,163540982,9.353e-01
38,13,273911933,1.563e+00
39,14,457822811,2.666e+00
40,14,764273024,4.366e+00
41,14,1276316808,7.389e+00
42,15,2130938311,1.234e+01
43,15,-758939604,2.016e+01
44,15,1585172275,3.413e+01
45,15,1200412172,5.766e+01
46,16,-887287570,9.187e+01
47,16,1368693514,1.577e+02
48,16,-2034292470,2.628e+02
49,17,-1994359094,4.347e+02
50,17,239950888,7.067e+02
55,19,221368098,7.731e+03
60,-1,221368098,7.731e+03
65,-1,221368098,7.731e+03
70,-1,221368098,7.731e+03
75,-1,221368098,7.731e+03
80,-1,221368098,7.731e+03
85,-1,221368098,7.731e+03
90,-1,221368098,7.731e+03
95,-1,221368098,7.731e+03
100,-1,221368098,7.731e+03
110,-1,221368098,7.731e+03
120,-1,221368098,7.731e+03
130,-1,221368098,7.731e+03
140,-1,221368098,7.731e+03
150,-1,221368098,7.731e+03
160,-1,221368098,7.731e+03
170,-1,221368098,7.731e+03
180,-1,221368098,7.731e+03
190,-1,221368098,7.731e+03
200,-1,221368098,7.731e+03
220,-1,221368098,7.731e+03
240,-1,221368098,7.731e+03
260,-1,221368098,7.731e+03
280,-1,221368098,7.731e+03
300,-1,221368098,7.731e+03
320,-1,221368098,7.731e+03
340,-1,221368098,7.731e+03
360,-1,221368098,7.731e+03
380,-1,221368098,7.731e+03
400,-1,221368098,7.731e+03
420,-1,221368098,7.731e+03
440,-1,221368098,7.731e+03
460,-1,221368098,7.731e+03
480,-1,221368098,7.731e+03
500,-1,221368098,7.731e+03
520,-1,221368098,7.731e+03
540,-1,221368098,7.731e+03
560,-1,221368098,7.731e+03
580,-1,221368098,7.731e+03
600,-1,221368098,7.731e+03
620,-1,221368098,7.731e+03
640,-1,221368098,7.731e+03
660,-1,221368098,7.731e+03
680,-1,221368098,7.731e+03
700,-1,221368098,7.731e+03
720,-1,221368098,7.731e+03
740,-1,221368098,7.731e+03
760,-1,221368098,7.731e+03
780,-1,221368098,7.731e+03
800,-1,221368098,7.731e+03
