1,1,2,2.264e-06
2,2,3,1.683e-06
3,3,5,1.503e-06
4,3,5,1.463e-06
5,4,7,1.543e-06
6,4,8,1.492e-06
7,5,10,1.573e-06
8,5,12,1.633e-06
9,5,10,1.703e-06
10,6,13,1.803e-06
11,6,15,1.112e-06
12,6,13,6.010e-07
13,7,17,5.610e-07
14,7,20,1.002e-06
15,7,20,7.110e-07
16,7,16,7.410e-07
17,8,20,5.610e-07
18,8,23,6.210e-07
19,8,24,6.520e-07
20,8,21,6.010e-07
21,9,25,1.363e-06
22,9,29,7.610e-07
23,9,30,7.110e-07
24,9,27,1.082e-06
25,9,20,7.910e-07
26,10,23,9.220e-07
27,10,25,7.020e-07
28,10,24,7.120e-07
29,10,21,6.210e-07
30,11,23,6.010e-07
31,11,25,6.610e-07
32,11,23,5.910e-07
33,12,25,6.220e-07
34,12,27,6.510e-07
35,12,25,5.910e-07
36,13,27,6.310e-07
37,13,29,6.310e-07
38,13,27,6.110e-07
39,14,30,6.510e-07
40,14,32,6.720e-07
41,14,30,6.110e-07
42,15,34,7.410e-07
43,15,36,6.710e-07
44,15,35,7.020e-07
45,15,31,6.110e-07
46,16,33,6.310e-07
47,16,35,6.710e-07
48,16,33,7.110e-07
49,17,35,6.510e-07
50,17,36,7.210e-07
55,19,38,1.323e-06
60,21,43,9.720e-07
65,23,50,8.220e-07
70,24,51,7.820e-07
75,26,61,1.122e-06
80,27,65,1.332e-06
85,28,68,1.363e-06
90,28,57,9.120e-07
95,31,63,1.012e-06
100,33,67,9.720e-07
110,38,79,1.733e-06
120,40,87,1.312e-06
130,42,91,1.243e-06
140,44,95,1.232e-06
150,46,96,1.432e-06
160,51,105,1.497e-06
170,56,116,1.593e-06
180,59,126,1.312e-06
190,61,141,1.563e-06
200,63,142,1.573e-06
220,70,144,2.284e-06
240,77,167,1.893e-06
260,81,171,1.783e-06
280,88,181,1.904e-06
300,96,204,2.014e-06
320,101,215,2.896e-06
340,110,237,2.745e-06
360,115,247,2.765e-06
380,119,265,2.644e-06
400,128,270,4.598e-06
420,133,287,3.576e-06
440,139,296,2.775e-06
460,146,308,2.745e-06
480,152,330,3.687e-06
500,158,334,2.866e-06
520,166,352,2.945e-06
540,171,383,3.557e-06
560,178,378,3.286e-06
580,185,401,5.550e-06
600,189,415,3.516e-06
620,196,419,3.497e-06
640,203,439,3.456e-06
660,208,444,3.527e-06
680,214,458,3.686e-06
700,221,476,3.827e-06
720,226,482,3.978e-06
740,235,504,3.997e-06
760,240,518,4.117e-06
780,243,518,4.167e-06
800,253,538,5.330e-06
