1,1,1,5.019e-06
2,2,3,1.252e-06
3,3,4,1.253e-06
4,3,4,1.252e-06
5,4,5,1.162e-06
6,4,5,1.273e-06
7,5,7,1.322e-06
8,5,7,1.363e-06
9,5,7,1.603e-06
10,6,8,1.292e-06
11,6,8,1.172e-06
12,6,8,6.810e-07
13,7,10,7.010e-07
14,7,10,6.810e-07
15,7,10,6.510e-07
16,7,10,5.510e-07
17,8,11,5.910e-07
18,8,11,5.910e-07
19,8,11,6.010e-07
20,8,11,7.620e-07
21,9,13,1.132e-06
22,9,13,6.920e-07
23,9,13,6.810e-07
24,9,13,8.310e-07
25,9,13,8.920e-07
26,10,11,7.210e-07
27,10,11,6.410e-07
28,10,11,6.510e-07
29,10,11,6.010e-07
30,11,8,6.210e-07
31,11,8,5.310e-07
32,11,8,5.210e-07
33,12,8,5.310e-07
34,12,8,5.210e-07
35,12,8,5.110e-07
36,13,8,5.010e-07
37,13,8,5.010e-07
38,13,8,5.410e-07
39,14,8,5.710e-07
40,14,8,5.810e-07
41,14,8,5.510e-07
42,15,10,5.910e-07
43,15,10,9.120e-07
44,15,10,6.210e-07
45,15,10,5.810e-07
46,16,8,4.910e-07
47,16,8,5.010e-07
48,16,8,5.310e-07
49,17,8,5.410e-07
50,17,8,5.310e-07
55,19,12,1.533e-06
60,21,7,9.820e-07
65,23,10,8.010e-07
70,24,10,9.020e-07
75,26,13,1.022e-06
80,27,15,1.122e-06
85,28,16,9.710e-07
90,28,16,9.920e-07
95,31,9,1.332e-06
100,33,9,6.210e-07
110,38,13,1.282e-06
120,40,12,6.710e-07
130,42,15,7.510e-07
140,44,16,7.020e-07
150,46,16,9.820e-07
160,51,16,1.172e-06
170,56,15,6.910e-07
180,59,13,6.910e-07
190,61,15,7.320e-07
200,63,18,7.610e-07
220,70,31,1.783e-06
240,77,19,7.310e-07
260,81,19,9.320e-07
280,88,25,9.120e-07
300,96,21,8.620e-07
320,101,20,1.352e-06
340,110,21,9.020e-07
360,115,18,9.310e-07
380,119,19,8.710e-07
400,128,34,1.202e-06
420,133,15,1.543e-06
440,139,24,1.092e-06
460,146,24,8.110e-07
480,152,17,8.710e-07
500,158,26,1.242e-06
520,166,19,1.102e-06
540,171,19,1.102e-06
560,178,30,1.133e-06
580,185,19,1.092e-06
600,189,19,1.593e-06
620,196,28,1.042e-06
640,203,17,9.920e-07
660,208,21,1.062e-06
680,214,20,1.062e-06
700,221,22,1.042e-06
720,226,20,1.042e-06
740,235,23,1.072e-06
760,240,18,1.011e-06
780,243,20,8.810e-07
800,253,26,7.410e-07
